Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A672012,*Marty,02/02/2014 02:33:00 PM,02/02/2014 02:33:00 PM,Ferguson Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pug/Chihuahua Shorthair,Tan/White,*Marty,02/13/2014 04:36:00 PM,02/13/2014 04:36:00 PM,02/02/2013,Dog,Neutered Male,1 year,Pug/Chihuahua Shorthair,Tan/White,0.0
A778989,Nico,08/23/2018 05:57:00 PM,08/23/2018 05:57:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Shih Tzu/Chihuahua Shorthair,Black/White,Nico,08/24/2018 03:29:00 PM,08/24/2018 03:29:00 PM,08/23/2014,Dog,Intact Male,4 years,Shih Tzu/Chihuahua Shorthair,Black/White,0.0
A789237,Angelica,02/18/2019 12:01:00 PM,02/18/2019 12:01:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Calico,Angelica,02/28/2019 03:13:00 PM,02/28/2019 03:13:00 PM,08/18/2018,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico,0.0
A665309,*Helio,11/03/2013 11:24:00 AM,11/03/2013 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Australian Shepherd Mix,White/Orange,*Helio,11/16/2013 01:55:00 PM,11/16/2013 01:55:00 PM,10/16/2008,Dog,Neutered Male,5 years,Australian Shepherd Mix,White/Orange,0.0
A753779,,07/11/2017 10:52:00 AM,07/11/2017 10:52:00 AM,5530 Pine Pl in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Brown,,07/15/2017 05:24:00 PM,07/15/2017 05:24:00 PM,05/11/2017,Dog,Spayed Female,2 months,German Shepherd Mix,Brown,0.0
A701871,,05/05/2015 03:10:00 PM,05/05/2015 03:10:00 PM,1100 E 3Rd St in Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Chicken,Yellow/White,,05/09/2015 06:54:00 PM,05/09/2015 06:54:00 PM,05/05/2014,Bird,Intact Male,1 year,Chicken,Yellow/White,0.0
A688153,,09/15/2014 12:52:00 PM,09/15/2014 12:52:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Blue/White,,09/23/2014 09:00:00 AM,09/23/2014 09:00:00 AM,02/15/2014,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Blue/White,0.0
A712738,Cowboy,10/11/2015 02:49:00 PM,10/11/2015 02:49:00 PM,Brodie Ln & Eskew Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle/Blue Merle,Cowboy,10/20/2015 11:13:00 AM,10/20/2015 11:13:00 AM,09/27/2013,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle/Blue Merle,0.0
A681423,,06/16/2014 02:16:00 PM,06/16/2014 02:16:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Blue Tabby,,06/16/2014 03:36:00 PM,06/16/2014 03:36:00 PM,05/25/2014,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Blue Tabby,0.0
A786801,,01/02/2019 11:43:00 AM,01/02/2019 11:43:00 AM,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,,01/08/2019 02:04:00 PM,01/08/2019 02:04:00 PM,01/02/2016,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,0.0
A683920,,07/17/2014 10:43:00 AM,07/17/2014 10:43:00 AM,Mlk/183 in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black,,07/21/2014 03:04:00 PM,07/21/2014 03:04:00 PM,07/17/2012,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black,1.0
A700278,*August,04/11/2015 10:58:00 AM,04/11/2015 10:58:00 AM,1704 Ridgemont in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,Tan/White,*August,05/02/2015 09:16:00 PM,05/02/2015 09:16:00 PM,03/03/2015,Dog,Neutered Male,1 month,Labrador Retriever/Australian Cattle Dog,Tan/White,0.0
A810902,,12/22/2019 01:08:00 PM,12/22/2019 01:08:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Dachshund/Plott Hound,Black/Brown Brindle,,12/28/2019 05:26:00 PM,12/28/2019 05:26:00 PM,10/07/2019,Dog,Spayed Female,2 months,Dachshund/Plott Hound,Black/Brown Brindle,0.0
A727333,*Daphne,05/21/2016 11:03:00 AM,05/21/2016 11:03:00 AM,9008 Hunters Trace in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby/White,*Daphne,08/20/2016 06:26:00 PM,08/20/2016 06:26:00 PM,05/08/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A694250,,12/23/2014 02:57:00 PM,12/23/2014 02:57:00 PM,1140 Poquito #  105 in Austin (TX),Stray,Injured,Cat,Intact Female,6 months,Domestic Shorthair Mix,Gray/White,,12/23/2014 03:37:00 PM,12/23/2014 03:37:00 PM,06/23/2014,Cat,Intact Female,6 months,Domestic Shorthair Mix,Gray/White,1.0
A769870,,04/11/2018 05:02:00 PM,04/11/2018 05:02:00 PM,12151 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,White/Black,,04/15/2018 05:47:00 PM,04/15/2018 05:47:00 PM,12/15/2017,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,White/Black,0.0
A714040,*Martie,10/17/2015 11:06:00 AM,10/17/2015 11:06:00 AM,Ih 35 And Reinli St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tricolor,*Martie,10/22/2015 06:24:00 PM,10/22/2015 06:24:00 PM,10/17/2013,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor,0.0
A729157,,06/14/2016 10:59:00 AM,06/14/2016 10:59:00 AM,9817 Circle Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,,06/18/2016 05:33:00 PM,06/18/2016 05:33:00 PM,04/14/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0.0
A752972,*Janeen,06/29/2017 02:27:00 PM,06/29/2017 02:27:00 PM,14005 Lazy Ridge Drive in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie,*Janeen,07/10/2017 02:44:00 PM,07/10/2017 02:44:00 PM,04/14/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,0.0
A691836,Molly,11/10/2014 02:20:00 PM,11/10/2014 02:20:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Tan,Molly,11/20/2014 05:10:00 PM,11/20/2014 05:10:00 PM,11/10/2011,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan,0.0
A751802,,06/13/2017 12:31:00 PM,06/13/2017 12:31:00 PM,Chateau Village Way And Sunny Hills Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier Mix,Tricolor,,06/17/2017 06:47:00 PM,06/17/2017 06:47:00 PM,06/13/2015,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,Tricolor,0.0
A780963,,09/22/2018 04:47:00 PM,09/22/2018 04:47:00 PM,7000 Decker Ln in Austin (TX),Stray,Injured,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Red,,09/27/2018 03:43:00 PM,09/27/2018 03:43:00 PM,09/22/2013,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Red,0.0
A719666,*Oliver,01/25/2016 11:22:00 AM,01/25/2016 11:22:00 AM,W Dittmar And S 1St St in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Miniature Pinscher,Black/Tan,*Oliver,01/31/2016 12:00:00 AM,01/31/2016 12:00:00 AM,07/25/2015,Dog,Neutered Male,6 months,Miniature Pinscher,Black/Tan,0.0
A685489,,08/08/2014 11:02:00 AM,08/08/2014 11:02:00 AM,1126 D Denfiled in Austin (TX),Stray,Normal,Cat,Unknown,7 months,Domestic Shorthair Mix,White/Black,,08/09/2014 09:00:00 AM,08/09/2014 09:00:00 AM,12/08/2013,Cat,Unknown,8 months,Domestic Shorthair Mix,White/Black,0.0
A773981,*Itsy,06/08/2018 12:59:00 PM,06/08/2018 12:59:00 PM,6117 York Bridge Circle in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue,*Itsy,06/12/2018 04:50:00 PM,06/12/2018 04:50:00 PM,05/08/2018,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Blue,0.0
A775052,*Violet,06/23/2018 03:37:00 PM,06/23/2018 03:37:00 PM,10300 Stubble Quake Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue/White,*Violet,08/21/2018 02:10:00 PM,08/21/2018 02:10:00 PM,04/23/2018,Cat,Spayed Female,3 months,Domestic Medium Hair,Blue/White,0.0
A786419,,12/24/2018 01:31:00 PM,12/24/2018 01:31:00 PM,Shady Brook Cove And Wild Basin S in Travis (TX),Stray,Normal,Dog,Intact Female,9 months,Chihuahua Shorthair/Pug,Red/White,,12/30/2018 04:37:00 PM,12/30/2018 04:37:00 PM,02/24/2018,Dog,Spayed Female,10 months,Chihuahua Shorthair/Pug,Red/White,0.0
A670658,*Anders,01/11/2014 03:41:00 PM,01/11/2014 03:41:00 PM,12151 Lomavista in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 month,Queensland Heeler Mix,Black/White,*Anders,01/19/2014 03:03:00 PM,01/19/2014 03:03:00 PM,11/11/2013,Dog,Intact Male,2 months,Queensland Heeler Mix,Black/White,0.0
A714473,Chester,10/23/2015 12:30:00 PM,10/23/2015 12:30:00 PM,1457 W Pecan in Pflugerville (TX),Stray,Feral,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,Chester,12/20/2015 07:24:00 PM,12/20/2015 07:24:00 PM,08/31/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A768697,,03/23/2018 04:53:00 PM,03/23/2018 04:53:00 PM,6612 Johnny Morris Cove in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black/Brown,,03/23/2018 06:04:00 PM,03/23/2018 06:04:00 PM,03/23/2017,Other,Unknown,1 year,Bat,Black/Brown,1.0
A799411,,07/08/2019 01:46:00 PM,07/08/2019 01:46:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,,07/08/2019 05:06:00 PM,07/08/2019 05:06:00 PM,06/08/2019,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,0.0
A703389,*Caleb,05/24/2015 12:02:00 PM,05/24/2015 12:02:00 PM,Guadalupe St And Wilmes Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White,*Caleb,06/24/2015 07:08:00 PM,06/24/2015 07:08:00 PM,02/09/2015,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black/White,0.0
A702034,*Rowdy,05/08/2015 09:58:00 AM,05/08/2015 09:58:00 AM,3500 Dime Cir in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Red,*Rowdy,06/18/2015 04:11:00 PM,06/18/2015 04:11:00 PM,05/08/2014,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Red,0.0
A689766,,10/09/2014 12:25:00 PM,10/09/2014 12:25:00 PM,Chimney Hill Nad Coppermead Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,,10/13/2014 06:28:00 PM,10/13/2014 06:28:00 PM,07/22/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A792309,,04/09/2019 09:00:00 AM,04/09/2019 09:00:00 AM,4601 Craigwood in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,White/Black,,04/09/2019 12:09:00 PM,04/09/2019 12:09:00 PM,03/27/2019,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,White/Black,0.0
A747109,Tank,04/15/2017 06:42:00 PM,04/15/2017 06:42:00 PM,2900 Sunridge Drive in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle,Tank,04/24/2017 01:33:00 PM,04/24/2017 01:33:00 PM,02/03/2013,Dog,Neutered Male,4 years,Pit Bull Mix,Brown Brindle,0.0
A716954,,11/29/2015 12:40:00 PM,11/29/2015 12:40:00 PM,5307 Gregg Ln in Travis (TX),Stray,Nursing,Dog,Intact Female,3 years,Australian Cattle Dog,Brown/Black,,12/07/2015 11:38:00 AM,12/07/2015 11:38:00 AM,11/29/2012,Dog,Intact Female,3 years,Australian Cattle Dog,Brown/Black,0.0
A758932,*T'Challa,09/24/2017 11:19:00 AM,09/24/2017 11:19:00 AM,1707 E 38Th 1/2 Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,American Shorthair Mix,Black,*T'Challa,10/02/2017 12:06:00 PM,10/02/2017 12:06:00 PM,05/13/2017,Cat,Intact Male,4 months,American Shorthair Mix,Black,0.0
A738236,,11/11/2016 02:27:00 PM,11/11/2016 02:27:00 PM,9634 Newfoundland Circle in Austin (TX),Stray,Normal,Cat,Intact Male,10 months,Domestic Shorthair Mix,Black,,11/12/2016 09:00:00 AM,11/12/2016 09:00:00 AM,01/11/2016,Cat,Intact Male,10 months,Domestic Shorthair Mix,Black,0.0
A748070,,04/28/2017 03:16:00 PM,04/28/2017 03:16:00 PM,1177 Ridgeway Dr in Austin (TX),Stray,Sick,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,,04/28/2017 06:43:00 PM,04/28/2017 06:43:00 PM,04/13/2017,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A710494,,08/24/2015 08:40:00 AM,08/24/2015 08:40:00 AM,Longspur/ Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,,08/28/2015 01:01:00 PM,08/28/2015 01:01:00 PM,08/24/2014,Dog,Intact Male,1 year,Labrador Retriever Mix,Black,0.0
A664354,Tazz,10/02/2013 01:07:00 PM,10/02/2013 01:07:00 PM,Lexington St in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Vizsla Mix,Red/White,Tazz,10/20/2013 03:16:00 PM,10/20/2013 03:16:00 PM,04/02/2012,Dog,Neutered Male,1 year,Vizsla Mix,Red/White,0.0
A657188,Tommy,11/10/2013 05:19:00 PM,11/10/2013 05:19:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,Tommy,10/29/2013 11:07:00 AM,10/29/2013 11:07:00 AM,06/24/1999,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A672955,Chanfle,02/18/2014 04:11:00 PM,02/18/2014 04:11:00 PM,7610 Cameron Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair/Rat Terrier,Brown/Black,Chanfle,03/09/2014 06:11:00 PM,03/09/2014 06:11:00 PM,02/18/2010,Dog,Neutered Male,4 years,Chihuahua Shorthair/Rat Terrier,Brown/Black,0.0
A730989,,07/14/2016 12:23:00 PM,07/14/2016 12:23:00 PM,8206 Kearsarge Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Calico,,07/17/2016 02:10:00 PM,07/17/2016 02:10:00 PM,06/22/2016,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Calico,0.0
A789161,,02/16/2019 12:43:00 PM,02/16/2019 12:43:00 PM,Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,02/18/2019 09:06:00 AM,02/18/2019 09:06:00 AM,02/16/2018,Other,Unknown,1 year,Bat Mix,Brown,1.0
A679856,Lucy,07/05/2014 12:43:00 PM,07/05/2014 12:43:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Miniature Schnauzer/Miniature Poodle,Buff/Brown,Lucy,07/05/2014 04:43:00 PM,07/05/2014 04:43:00 PM,09/27/2013,Dog,Spayed Female,9 months,Miniature Schnauzer/Miniature Poodle,Buff/Brown,0.0
A733106,*Pj,08/17/2016 12:11:00 PM,08/17/2016 12:11:00 PM,13201 N Fm 620 in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,*Pj,11/15/2016 12:00:00 AM,11/15/2016 12:00:00 AM,08/17/2014,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A651130,Canelo,08/07/2014 02:05:00 PM,08/07/2014 02:05:00 PM,Fm 973 in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Golden Retriever/Chow Chow,Red/White,Canelo,08/13/2014 02:36:00 PM,08/13/2014 02:36:00 PM,06/05/2012,Dog,Neutered Male,2 years,Golden Retriever/Chow Chow,Red/White,0.0
A790436,,03/10/2019 01:48:00 PM,03/10/2019 01:48:00 PM,11702 N Lamar Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox Mix,Red,,03/10/2019 02:32:00 PM,03/10/2019 02:32:00 PM,03/10/2017,Other,Unknown,2 years,Fox Mix,Red,1.0
A780322,Balthazar,10/24/2018 01:25:00 PM,10/24/2018 01:25:00 PM,Stoneridge Gap And Pebble Run Path in Manor (TX),Stray,Normal,Dog,Intact Male,11 months,Alaskan Husky Mix,White,Balthazar,11/09/2018 04:59:00 PM,11/09/2018 04:59:00 PM,11/17/2017,Dog,Neutered Male,11 months,Alaskan Husky Mix,White,0.0
A687257,Gordita,09/02/2014 04:31:00 PM,09/02/2014 04:31:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby,Gordita,09/18/2014 02:55:00 PM,09/18/2014 02:55:00 PM,09/02/2008,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby,0.0
A679394,Millie,05/20/2014 01:55:00 PM,05/20/2014 01:55:00 PM,5413  Evans Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Orange Tabby,Millie,06/15/2014 01:50:00 PM,06/15/2014 01:50:00 PM,04/05/2014,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby,0.0
A682179,Milo,06/25/2014 12:02:00 PM,06/25/2014 12:02:00 PM,17305 Pearce Ln in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Buff,Milo,06/29/2014 05:04:00 PM,06/29/2014 05:04:00 PM,04/25/2014,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Buff,0.0
A680365,Trooper,06/02/2014 07:16:00 AM,06/02/2014 07:16:00 AM,4434 Frontier Trl in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Labrador Retriever Mix,Black,Trooper,07/23/2014 03:51:00 PM,07/23/2014 03:51:00 PM,06/02/2011,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,0.0
A674035,*Alice,03/06/2014 01:38:00 PM,03/06/2014 01:38:00 PM,Star Branson in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Boston Terrier Mix,Black/White,*Alice,03/11/2014 03:38:00 PM,03/11/2014 03:38:00 PM,03/06/2012,Dog,Spayed Female,2 years,Boston Terrier Mix,Black/White,0.0
A696115,Stampy,01/29/2015 03:26:00 PM,01/29/2015 03:26:00 PM,518 Tanner in Pflugerville (TX),Stray,Normal,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby,Stampy,02/04/2015 06:01:00 PM,02/04/2015 06:01:00 PM,04/29/2014,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby,0.0
A809894,*Grace,12/03/2019 01:17:00 PM,12/03/2019 01:17:00 PM,9710 Brown Ln in Austin (TX),Stray,Sick,Dog,Intact Female,10 years,Pit Bull Mix,Blue/White,*Grace,01/16/2020 04:35:00 PM,01/16/2020 04:35:00 PM,12/03/2009,Dog,Spayed Female,10 years,Pit Bull Mix,Blue/White,0.0
A706837,,07/03/2015 07:31:00 PM,07/03/2015 07:31:00 PM,4413 Garnett St in Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Tarantula,Brown/Red,,07/06/2015 02:31:00 PM,07/06/2015 02:31:00 PM,06/03/2013,Other,Intact Female,2 years,Tarantula,Brown/Red,0.0
A705721,,06/20/2015 02:39:00 PM,06/20/2015 02:39:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,,07/27/2015 06:19:00 PM,07/27/2015 06:19:00 PM,05/05/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A666585,Samantha,11/04/2013 12:04:00 PM,11/04/2013 12:04:00 PM,2501 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,Samantha,11/05/2013 04:17:00 PM,11/05/2013 04:17:00 PM,11/04/2012,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,0.0
A760666,Callie,10/22/2017 12:44:00 PM,10/22/2017 12:44:00 PM,19600 Abigail Way in Pflugerville (TX),Stray,Normal,Cat,Spayed Female,13 years,Domestic Medium Hair Mix,Calico,Callie,10/23/2017 05:20:00 PM,10/23/2017 05:20:00 PM,10/23/2004,Cat,Spayed Female,13 years,Domestic Medium Hair Mix,Calico,0.0
A744114,Sasha,02/23/2017 11:40:00 AM,02/23/2017 11:40:00 AM,1515 Wickersham in Austin (TX),Stray,Normal,Dog,Spayed Female,10 months,Labrador Retriever Mix,Yellow,Sasha,02/26/2017 02:56:00 PM,02/26/2017 02:56:00 PM,04/23/2016,Dog,Spayed Female,10 months,Labrador Retriever Mix,Yellow,0.0
A675771,,04/01/2014 06:32:00 AM,04/01/2014 06:32:00 AM,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Dachshund Wirehair,Sable,,04/09/2014 11:21:00 AM,04/09/2014 11:21:00 AM,06/01/2013,Dog,Intact Female,10 months,Dachshund Wirehair,Sable,0.0
A651615,Marlie,04/03/2015 11:41:00 AM,04/03/2015 11:41:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Toy Poodle Mix,Cream,Marlie,04/12/2015 03:24:00 PM,04/12/2015 03:24:00 PM,04/13/2010,Dog,Neutered Male,5 years,Toy Poodle Mix,Cream,0.0
A800877,*Frito,07/28/2019 12:31:00 PM,07/28/2019 12:31:00 PM,7002 Onion Creek Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Cream Tabby,*Frito,08/03/2019 05:10:00 PM,08/03/2019 05:10:00 PM,07/04/2019,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A532549,Carino,08/31/2018 12:25:00 PM,08/31/2018 12:25:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,13 years,Chinese Sharpei/Pit Bull,Tan/Gray,Carino,09/09/2018 01:39:00 PM,09/09/2018 01:39:00 PM,08/31/2005,Dog,Neutered Male,13 years,Chinese Sharpei/Pit Bull,Tan/Gray,0.0
A718305,Marcie,12/27/2015 03:08:00 PM,12/27/2015 03:08:00 PM,Doris Dr And Bowling Green Dr in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Tortie,Marcie,12/30/2015 06:33:00 PM,12/30/2015 06:33:00 PM,03/02/2015,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie,0.0
A791782,,03/31/2019 04:35:00 PM,03/31/2019 04:35:00 PM,1300 Crossing Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,,04/03/2019 06:27:00 PM,04/03/2019 06:27:00 PM,03/31/2018,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A715811,,11/10/2015 01:50:00 PM,11/10/2015 01:50:00 PM,10206 North Intersate Ih-35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue Tabby,,11/13/2015 01:42:00 PM,11/13/2015 01:42:00 PM,11/10/2014,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Blue Tabby,0.0
A716801,Cheddar,11/25/2015 12:08:00 PM,11/25/2015 12:08:00 PM,6809 Greycloud in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White,Cheddar,01/06/2016 08:43:00 AM,01/06/2016 08:43:00 AM,10/07/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,0.0
A701173,,04/24/2015 06:18:00 PM,04/24/2015 06:18:00 PM,3737 Airport Blvd in Austin (TX),Stray,Nursing,Cat,Unknown,2 days,Domestic Shorthair Mix,White/Black,,04/24/2015 06:52:00 PM,04/24/2015 06:52:00 PM,04/22/2015,Cat,Unknown,2 days,Domestic Shorthair Mix,White/Black,0.0
A806576,*Soccer,10/12/2019 03:42:00 PM,10/12/2019 03:42:00 PM,Bull Creek Greenbelt Trail in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd Mix,Black/Tan,*Soccer,10/17/2019 05:30:00 PM,10/17/2019 05:30:00 PM,05/12/2019,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Tan,0.0
A745174,,03/14/2017 12:27:00 AM,03/14/2017 12:27:00 AM,Pecan Brook Dr & Rio Pass in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Miniature Poodle Mix,Gray,,03/17/2017 12:36:00 PM,03/17/2017 12:36:00 PM,03/16/2010,Dog,Spayed Female,7 years,Miniature Poodle Mix,Gray,0.0
A698357,Rocky,03/10/2015 02:43:00 PM,03/10/2015 02:43:00 PM,404 E 51St in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Boston Terrier,Black/White,Rocky,03/11/2015 06:53:00 PM,03/11/2015 06:53:00 PM,03/11/2005,Dog,Intact Male,10 years,Boston Terrier,Black/White,0.0
A701657,,05/02/2015 04:50:00 PM,05/02/2015 04:50:00 PM,5703 Whitebrook Dr in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,,05/02/2015 06:16:00 PM,05/02/2015 06:16:00 PM,04/10/2015,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,0.0
A691524,,11/05/2014 04:16:00 PM,11/05/2014 04:16:00 PM,923 Walter St in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie,,11/06/2014 09:00:00 AM,11/06/2014 09:00:00 AM,05/05/2014,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie,0.0
