Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A815082,*Waffles,03/10/2020 01:40:00 PM,03/10/2020 01:40:00 PM,7500 Bethune in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Schnauzer Giant Mix,Black/Gray,*Waffles,03/17/2020 04:31:00 PM,03/17/2020 04:31:00 PM,03/10/2016,Dog,Neutered Male,4 years,Schnauzer Giant Mix,Black/Gray,0.0
A815081,,03/10/2020 01:39:00 PM,03/10/2020 01:39:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Orange Tabby,,03/18/2020 04:49:00 PM,03/18/2020 04:49:00 PM,09/10/2019,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby,0.0
A815077,,03/10/2020 12:17:00 PM,03/10/2020 12:17:00 PM,Stassney And Palo Blanco in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Rottweiler,Black/Tan,,03/14/2020 04:25:00 PM,03/14/2020 04:25:00 PM,12/29/2019,Dog,Spayed Female,2 months,Rottweiler,Black/Tan,0.0
A815076,Leah,03/10/2020 12:16:00 PM,03/10/2020 12:16:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,5 years,Pomeranian/Chihuahua Longhair,Chocolate/White,Leah,03/10/2020 05:46:00 PM,03/10/2020 05:46:00 PM,03/10/2015,Dog,Spayed Female,5 years,Pomeranian/Chihuahua Longhair,Chocolate/White,0.0
A815071,,03/10/2020 11:29:00 AM,03/10/2020 11:29:00 AM,6105 Techni Center Drive in Austin (TX),Stray,Sick,Dog,Intact Male,4 months,Pit Bull,Fawn/White,,03/10/2020 02:48:00 PM,03/10/2020 02:48:00 PM,10/26/2019,Dog,Intact Male,4 months,Pit Bull,Fawn/White,0.0
A815070,King,03/10/2020 11:12:00 AM,03/10/2020 11:12:00 AM,12007 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Staffordshire Mix,Black/White,King,03/16/2020 11:01:00 AM,03/16/2020 11:01:00 AM,03/10/2017,Dog,Neutered Male,3 years,Staffordshire Mix,Black/White,0.0
A815069,Sophia,03/10/2020 11:12:00 AM,03/10/2020 11:12:00 AM,12007 North Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull,Brown,Sophia,03/14/2020 06:07:00 PM,03/14/2020 06:07:00 PM,03/10/2017,Dog,Spayed Female,3 years,Pit Bull,Brown,0.0
A815052,,03/09/2020 09:41:00 PM,03/09/2020 09:41:00 PM,1106 W Dittmar Rd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/10/2020 09:58:00 AM,03/10/2020 09:58:00 AM,03/09/2019,Other,Unknown,1 year,Bat,Brown,1.0
A815048,,03/09/2020 06:19:00 PM,03/09/2020 06:19:00 PM,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Golden Retriever/Labrador Retriever,Brown,,03/13/2020 05:09:00 PM,03/13/2020 05:09:00 PM,01/02/2020,Dog,Neutered Male,2 months,Golden Retriever/Labrador Retriever,Brown,0.0
A815047,,03/09/2020 06:19:00 PM,03/09/2020 06:19:00 PM,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Golden Retriever/Labrador Retriever,Brown,,03/13/2020 04:31:00 PM,03/13/2020 04:31:00 PM,01/02/2020,Dog,Neutered Male,2 months,Golden Retriever/Labrador Retriever,Brown,0.0
A815045,,03/09/2020 06:19:00 PM,03/09/2020 06:19:00 PM,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Golden Retriever,Brown,,03/14/2020 11:55:00 AM,03/14/2020 11:55:00 AM,01/02/2020,Dog,Spayed Female,2 months,Labrador Retriever/Golden Retriever,Brown,0.0
A815044,,03/09/2020 06:19:00 PM,03/09/2020 06:19:00 PM,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Golden Retriever,Brown,,03/14/2020 01:04:00 PM,03/14/2020 01:04:00 PM,01/02/2020,Dog,Spayed Female,2 months,Labrador Retriever/Golden Retriever,Brown,0.0
A815038,,03/09/2020 05:02:00 PM,03/09/2020 05:02:00 PM,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,,03/14/2020 01:47:00 PM,03/14/2020 01:47:00 PM,03/09/2019,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,0.0
A815037,Luna,03/09/2020 04:37:00 PM,03/09/2020 04:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Doberman Pinsch,Red/Tan,Luna,03/14/2020 04:57:00 PM,03/14/2020 04:57:00 PM,03/09/2019,Dog,Spayed Female,1 year,Doberman Pinsch,Red/Tan,0.0
A815034,,03/09/2020 04:29:00 PM,03/09/2020 04:29:00 PM,Ben White And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Alaskan Husky Mix,Black/White,,03/11/2020 12:36:00 PM,03/11/2020 12:36:00 PM,11/17/2019,Dog,Intact Female,3 months,Alaskan Husky Mix,Black/White,0.0
A815029,Elena,03/09/2020 04:11:00 PM,03/09/2020 04:11:00 PM,744 West William Cannon Drive in Austin (TX),Public Assist,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Calico,Elena,03/23/2020 11:37:00 AM,03/23/2020 11:37:00 AM,03/22/2017,Cat,Spayed Female,3 years,Domestic Shorthair,Calico,0.0
A815028,Pretty Girl,03/09/2020 04:11:00 PM,03/09/2020 04:11:00 PM,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown,Pretty Girl,03/09/2020 04:56:00 PM,03/09/2020 04:56:00 PM,03/09/2018,Dog,Intact Female,2 years,Pit Bull,Brown,0.0
A815025,Money,03/09/2020 04:11:00 PM,03/09/2020 04:11:00 PM,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black,Money,03/09/2020 04:54:00 PM,03/09/2020 04:54:00 PM,03/09/2018,Dog,Intact Female,2 years,Pit Bull,Black,0.0
A815024,,03/09/2020 04:04:00 PM,03/09/2020 04:04:00 PM,Pearce Lane And Welseh Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever,White,,03/14/2020 03:28:00 PM,03/14/2020 03:28:00 PM,12/18/2019,Dog,Neutered Male,2 months,Labrador Retriever,White,0.0
A815023,Prince,03/09/2020 04:11:00 PM,03/09/2020 04:11:00 PM,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,Prince,03/09/2020 04:56:00 PM,03/09/2020 04:56:00 PM,03/09/2018,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,0.0
A815019,,03/09/2020 03:21:00 PM,03/09/2020 03:21:00 PM,William Cannon And Ih35 in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Black/Gray,,03/12/2020 03:33:00 PM,03/12/2020 03:33:00 PM,03/09/2017,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Black/Gray,0.0
A815016,,03/09/2020 02:43:00 PM,03/09/2020 02:43:00 PM,Greg Manor Rd in Travis (TX),Stray,Medical,Dog,Intact Male,7 years,Maltese,White,,03/17/2020 04:02:00 PM,03/17/2020 04:02:00 PM,03/15/2012,Dog,Intact Male,8 years,Maltese,White,0.0
A815007,Gracie,03/09/2020 02:05:00 PM,03/09/2020 02:05:00 PM,714 Turtle Creek in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,Gracie,03/10/2020 12:05:00 PM,03/10/2020 12:05:00 PM,03/09/2018,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,0.0
A815005,Pablo,03/09/2020 02:00:00 PM,03/09/2020 02:00:00 PM,11700 Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Rottweiler,Black,Pablo,03/12/2020 07:08:00 PM,03/12/2020 07:08:00 PM,03/09/2019,Dog,Neutered Male,1 year,Rottweiler,Black,0.0
A814985,,03/09/2020 12:40:00 PM,03/09/2020 12:40:00 PM,19050 969 Rd in Travis (TX),Stray,Normal,Dog,Intact Female,4 months,Great Pyrenees,White,,03/13/2020 12:57:00 PM,03/13/2020 12:57:00 PM,10/25/2019,Dog,Intact Female,4 months,Great Pyrenees,White,0.0
A814970,*Riff,03/09/2020 11:47:00 AM,03/09/2020 11:47:00 AM,9100 Decker Lake Road in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Plott Hound Mix,Brown Brindle/White,*Riff,03/17/2020 02:12:00 PM,03/17/2020 02:12:00 PM,03/09/2019,Dog,Spayed Female,1 year,Plott Hound Mix,Brown Brindle/White,0.0
A814963,,03/09/2020 11:43:00 AM,03/09/2020 11:43:00 AM,211 Comal St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/09/2020 07:17:00 PM,03/09/2020 07:17:00 PM,03/09/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814951,,03/09/2020 10:44:00 AM,03/09/2020 10:44:00 AM,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Maltese,Cream,,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,11/09/2019,Dog,Intact Male,4 months,Maltese,Cream,0.0
A814950,,03/09/2020 10:44:00 AM,03/09/2020 10:44:00 AM,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Maltese,Cream,,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,12/09/2019,Dog,Intact Female,3 months,Maltese,Cream,0.0
A814949,*Molly,03/09/2020 10:44:00 AM,03/09/2020 10:44:00 AM,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Maltese,Cream,*Molly,03/12/2020 04:38:00 PM,03/12/2020 04:38:00 PM,12/09/2019,Dog,Intact Female,3 months,Maltese,Cream,0.0
A814945,,03/09/2020 09:21:00 AM,03/09/2020 09:21:00 AM,5800 East Martin Luther King Jr in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/09/2020 09:52:00 AM,03/09/2020 09:52:00 AM,03/09/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814944,,03/09/2020 09:09:00 AM,03/09/2020 09:09:00 AM,12201 Briarcreek Loop in Manor (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/09/2020 09:53:00 AM,03/09/2020 09:53:00 AM,03/09/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814941,Ratchet,03/09/2020 05:18:00 PM,03/09/2020 05:18:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,American Pit Bull Terrier,Brown Brindle/White,Ratchet,03/19/2020 12:05:00 PM,03/19/2020 12:05:00 PM,03/09/2018,Dog,Spayed Female,2 years,American Pit Bull Terrier,Brown Brindle/White,0.0
A814940,Axel,03/08/2020 05:48:00 PM,03/08/2020 05:48:00 PM,1901 Shady Brook Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,Axel,03/22/2020 05:53:00 PM,03/22/2020 05:53:00 PM,03/08/2018,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0.0
A814932,Lucky,03/08/2020 04:48:00 PM,03/08/2020 04:48:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black,Lucky,03/14/2020 04:36:00 PM,03/14/2020 04:36:00 PM,03/08/2017,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black,0.0
A814930,Fluffy,03/08/2020 04:48:00 PM,03/08/2020 04:48:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby,Fluffy,03/14/2020 04:36:00 PM,03/14/2020 04:36:00 PM,03/08/2017,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby,0.0
A814929,,03/08/2020 04:17:00 PM,03/08/2020 04:17:00 PM,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Beagle Mix,White/Tricolor,,03/14/2020 02:47:00 PM,03/14/2020 02:47:00 PM,05/08/2019,Dog,Neutered Male,10 months,Beagle Mix,White/Tricolor,0.0
A814928,,03/08/2020 04:17:00 PM,03/08/2020 04:17:00 PM,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Beagle/Chihuahua Shorthair,Tan,,03/14/2020 02:38:00 PM,03/14/2020 02:38:00 PM,05/08/2019,Dog,Neutered Male,10 months,Beagle/Chihuahua Shorthair,Tan,0.0
A814927,,03/08/2020 04:17:00 PM,03/08/2020 04:17:00 PM,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Chihuahua Shorthair,Black/Tricolor,,03/15/2020 12:53:00 PM,03/15/2020 12:53:00 PM,05/08/2019,Dog,Spayed Female,10 months,Chihuahua Shorthair,Black/Tricolor,0.0
A814926,,03/08/2020 04:17:00 PM,03/08/2020 04:17:00 PM,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Cocker Spaniel Mix,Black/Tricolor,,03/12/2020 04:14:00 PM,03/12/2020 04:14:00 PM,05/08/2019,Dog,Neutered Male,10 months,Cocker Spaniel Mix,Black/Tricolor,0.0
A814924,,03/08/2020 04:17:00 PM,03/08/2020 04:17:00 PM,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Beagle,Tan/White,,03/17/2020 12:57:00 PM,03/17/2020 12:57:00 PM,05/08/2019,Dog,Spayed Female,10 months,Beagle,Tan/White,0.0
A814922,,03/08/2020 03:57:00 PM,03/08/2020 03:57:00 PM,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,,03/12/2020 04:34:00 PM,03/12/2020 04:34:00 PM,03/08/2018,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,0.0
A814921,Annie,03/08/2020 03:50:00 PM,03/08/2020 03:50:00 PM,5401 E Parmer Lane in Austin (TX),Stray,Injured,Cat,Spayed Female,4 years,Domestic Shorthair,Orange Tabby,Annie,03/10/2020 11:57:00 AM,03/10/2020 11:57:00 AM,09/10/2015,Cat,Spayed Female,4 years,Domestic Shorthair,Orange Tabby,0.0
A814920,Mia,03/08/2020 03:29:00 PM,03/08/2020 03:29:00 PM,2921 Pecan Springs Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby/White,Mia,03/13/2020 11:25:00 AM,03/13/2020 11:25:00 AM,11/08/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White,0.0
A814918,Lex,03/08/2020 03:21:00 PM,03/08/2020 03:21:00 PM,5717 Palo Blanco in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,English Pointer Mix,White/Liver,Lex,03/09/2020 02:58:00 PM,03/09/2020 02:58:00 PM,03/08/2018,Dog,Intact Male,2 years,English Pointer Mix,White/Liver,0.0
A814916,,03/08/2020 02:59:00 PM,03/08/2020 02:59:00 PM,12225 Old Stage Trl in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White,,03/12/2020 04:08:00 PM,03/12/2020 04:08:00 PM,03/08/2018,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,0.0
A814915,,03/08/2020 02:57:00 PM,03/08/2020 02:57:00 PM,1703 Pine Knoll in Austin (TX),Stray,Nursing,Cat,Intact Female,4 days,Domestic Shorthair,Calico,,03/08/2020 05:37:00 PM,03/08/2020 05:37:00 PM,03/04/2020,Cat,Intact Female,4 days,Domestic Shorthair,Calico,0.0
A814913,,03/08/2020 02:29:00 PM,03/08/2020 02:29:00 PM,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,,03/12/2020 04:35:00 PM,03/12/2020 04:35:00 PM,03/08/2018,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,0.0
A814912,,03/08/2020 02:16:00 PM,03/08/2020 02:16:00 PM,9500 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/German Shepherd,Black/Brown,,03/12/2020 04:28:00 PM,03/12/2020 04:28:00 PM,12/08/2019,Dog,Spayed Female,3 months,Labrador Retriever/German Shepherd,Black/Brown,0.0
A814911,,03/08/2020 02:16:00 PM,03/08/2020 02:16:00 PM,9500 South Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/White,,03/12/2020 05:42:00 PM,03/12/2020 05:42:00 PM,12/08/2019,Dog,Spayed Female,3 months,Labrador Retriever Mix,Brown/White,0.0
A814909,Dexter,03/08/2020 02:10:00 PM,03/08/2020 02:10:00 PM,13430 Trail Driver in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair,Brown Brindle,Dexter,03/09/2020 06:05:00 PM,03/09/2020 06:05:00 PM,10/26/2017,Dog,Neutered Male,2 years,Chihuahua Shorthair,Brown Brindle,0.0
A814906,,03/08/2020 01:16:00 PM,03/08/2020 01:16:00 PM,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Unknown,8 months,Domestic Medium Hair Mix,Brown Tabby,,03/12/2020 04:33:00 PM,03/12/2020 04:33:00 PM,07/08/2019,Cat,Unknown,8 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A814905,Nala,03/08/2020 01:20:00 PM,03/08/2020 01:20:00 PM,14301 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Pit Bull,Buff,Nala,03/14/2020 12:09:00 PM,03/14/2020 12:09:00 PM,11/08/2019,Dog,Spayed Female,4 months,Pit Bull,Buff,0.0
A814901,Gwenivere,03/08/2020 01:00:00 PM,03/08/2020 01:00:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,5 months,Domestic Shorthair,Brown Tabby,Gwenivere,03/08/2020 03:02:00 PM,03/08/2020 03:02:00 PM,09/08/2019,Cat,Intact Female,5 months,Domestic Shorthair,Brown Tabby,0.0
A814898,,03/08/2020 12:38:00 PM,03/08/2020 12:38:00 PM,7619 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Pit Bull,Tan/White,,03/12/2020 06:25:00 PM,03/12/2020 06:25:00 PM,08/08/2019,Dog,Spayed Female,7 months,Pit Bull,Tan/White,0.0
A814897,Gus,03/08/2020 11:28:00 AM,03/08/2020 11:28:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Cocker Spaniel Mix,Brown/Black,Gus,03/10/2020 01:17:00 PM,03/10/2020 01:17:00 PM,01/01/2020,Dog,Neutered Male,2 months,Cocker Spaniel Mix,Brown/Black,0.0
A814896,,03/08/2020 11:21:00 AM,03/08/2020 11:21:00 AM,11318 Stormy Ridge in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Medium Hair,Tortie,,03/12/2020 04:32:00 PM,03/12/2020 04:32:00 PM,03/08/2017,Cat,Intact Female,3 years,Domestic Medium Hair,Tortie,0.0
A814894,Canelo,03/08/2020 10:54:00 AM,03/08/2020 10:54:00 AM,6506 Decker Lane in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Labrador Retriever Mix,Gold/White,Canelo,03/10/2020 07:12:00 PM,03/10/2020 07:12:00 PM,03/08/2018,Dog,Intact Male,2 years,Labrador Retriever Mix,Gold/White,0.0
A814890,Remi,03/08/2020 08:31:00 AM,03/08/2020 08:31:00 AM,Ih35 And William Cannon in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Norwich Terrier,Red/White,Remi,03/09/2020 05:16:00 PM,03/09/2020 05:16:00 PM,03/08/2018,Dog,Intact Male,2 years,Norwich Terrier,Red/White,0.0
A814886,,03/07/2020 05:04:00 PM,03/07/2020 05:04:00 PM,3503 Webberville Road in Austin (TX),Stray,Normal,Cat,Unknown,3 years,Domestic Shorthair,White/Brown Tabby,,03/11/2020 10:40:00 AM,03/11/2020 10:40:00 AM,03/07/2017,Cat,Unknown,3 years,Domestic Shorthair,White/Brown Tabby,0.0
A814885,,03/08/2020 08:31:00 AM,03/08/2020 08:31:00 AM,12821 Noche Clara Dr in Travis (TX),Stray,Sick,Dog,Intact Male,4 months,Australian Cattle Dog Mix,White/Tricolor,,03/08/2020 12:07:00 PM,03/08/2020 12:07:00 PM,10/08/2019,Dog,Intact Male,4 months,Australian Cattle Dog Mix,White/Tricolor,0.0
A814883,,03/07/2020 04:01:00 PM,03/07/2020 04:01:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,,03/18/2020 04:50:00 PM,03/18/2020 04:50:00 PM,03/07/2018,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White,0.0
A814882,,03/07/2020 04:01:00 PM,03/07/2020 04:01:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White,,03/18/2020 04:50:00 PM,03/18/2020 04:50:00 PM,03/07/2018,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White,0.0
A814881,,03/07/2020 04:01:00 PM,03/07/2020 04:01:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby/White,,03/18/2020 04:48:00 PM,03/18/2020 04:48:00 PM,03/07/2018,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby/White,0.0
A814880,,03/07/2020 04:01:00 PM,03/07/2020 04:01:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby/White,,03/18/2020 04:47:00 PM,03/18/2020 04:47:00 PM,03/07/2018,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby/White,0.0
A814879,,03/07/2020 04:01:00 PM,03/07/2020 04:01:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White,,03/18/2020 04:51:00 PM,03/18/2020 04:51:00 PM,03/07/2018,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White,0.0
A814878,,03/07/2020 04:48:00 PM,03/07/2020 04:48:00 PM,Alamo And Poquito in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,,03/13/2020 04:53:00 PM,03/13/2020 04:53:00 PM,12/23/2019,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,0.0
A814874,,03/07/2020 04:06:00 PM,03/07/2020 04:06:00 PM,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/07/2020 05:07:00 PM,03/07/2020 05:07:00 PM,03/07/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814873,,03/07/2020 04:06:00 PM,03/07/2020 04:06:00 PM,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/07/2020 05:06:00 PM,03/07/2020 05:06:00 PM,03/07/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814872,,03/07/2020 04:06:00 PM,03/07/2020 04:06:00 PM,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/08/2020 01:09:00 PM,03/08/2020 01:09:00 PM,03/07/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814870,*Minnie,03/07/2020 03:39:00 PM,03/07/2020 03:39:00 PM,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Boxer,Brown/Black,*Minnie,03/12/2020 06:06:00 PM,03/12/2020 06:06:00 PM,12/26/2019,Dog,Spayed Female,2 months,Boxer,Brown/Black,0.0
A814869,*Daisy,03/07/2020 03:39:00 PM,03/07/2020 03:39:00 PM,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund/Chihuahua Longhair,White/Black,*Daisy,03/14/2020 12:41:00 PM,03/14/2020 12:41:00 PM,03/07/2018,Dog,Spayed Female,2 years,Dachshund/Chihuahua Longhair,White/Black,0.0
A814868,*Mickey,03/07/2020 03:39:00 PM,03/07/2020 03:39:00 PM,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Boxer,Black/White,*Mickey,03/13/2020 05:42:00 PM,03/13/2020 05:42:00 PM,12/26/2019,Dog,Neutered Male,2 months,Boxer,Black/White,0.0
A814867,,03/07/2020 03:35:00 PM,03/07/2020 03:35:00 PM,West Riverside Drive And South Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair,Black/White,,03/17/2020 12:57:00 PM,03/17/2020 12:57:00 PM,03/07/2017,Dog,Neutered Male,3 years,Chihuahua Shorthair,Black/White,0.0
A814866,,03/07/2020 03:04:00 PM,03/07/2020 03:04:00 PM,3414 Lyons Road in Austin (TX),Stray,Normal,Cat,Spayed Female,5 months,Siamese,Lynx Point,,03/11/2020 05:43:00 PM,03/11/2020 05:43:00 PM,09/07/2019,Cat,Spayed Female,6 months,Siamese,Lynx Point,0.0
A814861,,03/07/2020 02:01:00 PM,03/07/2020 02:01:00 PM,4434 Frontier Trail in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier,Brown/White,,03/11/2020 06:03:00 PM,03/11/2020 06:03:00 PM,03/07/2018,Dog,Neutered Male,2 years,Cairn Terrier,Brown/White,0.0
A814860,,03/07/2020 01:37:00 PM,03/07/2020 01:37:00 PM,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Siberian Husky,White,,03/11/2020 06:49:00 PM,03/11/2020 06:49:00 PM,01/07/2020,Dog,Neutered Male,2 months,Siberian Husky,White,0.0
A814859,,03/07/2020 01:37:00 PM,03/07/2020 01:37:00 PM,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Siberian Husky,White,,03/11/2020 06:04:00 PM,03/11/2020 06:04:00 PM,01/07/2020,Dog,Neutered Male,2 months,Siberian Husky,White,0.0
A814858,,03/07/2020 01:37:00 PM,03/07/2020 01:37:00 PM,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Siberian Husky,White,,03/11/2020 05:10:00 PM,03/11/2020 05:10:00 PM,01/07/2020,Dog,Spayed Female,2 months,Siberian Husky,White,0.0
A814857,,03/07/2020 01:37:00 PM,03/07/2020 01:37:00 PM,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Siberian Husky,White,,03/13/2020 01:27:00 PM,03/13/2020 01:27:00 PM,01/07/2020,Dog,Spayed Female,2 months,Siberian Husky,White,0.0
A814855,,03/07/2020 01:43:00 PM,03/07/2020 01:43:00 PM,5478 Walnut Grove Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Cairn Terrier,White/Tan,,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,10/28/2019,Dog,Neutered Male,4 months,Cairn Terrier,White/Tan,0.0
